"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Amherstburg","42","-83","100","America/Toronto","5","71538","6130257"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","p","ta"
1850-08-09 14:00:00,NA,NA
1850-08-09 15:00:00,NA,28.9
1850-08-09 16:00:00,NA,28.9
1850-08-09 18:00:00,NA,28.6
1850-08-09 22:00:00,NA,26.1
1850-08-10,NA,NA
1850-08-10 19:00:00,NA,25
1850-08-10 22:00:00,NA,20.6
1850-08-11,NA,NA
1850-08-11 07:00:00,NA,18.9
1850-08-11 11:00:00,NA,26.1
1850-08-11 12:00:00,NA,26.1
1850-08-11 13:00:00,NA,26.7
1850-08-11 15:00:00,NA,26.1
1850-08-11 22:00:00,NA,17.8
1850-08-12,NA,NA
1850-08-12 07:00:00,NA,19.4
1850-08-12 11:00:00,NA,27.8
1850-08-12 15:00:00,NA,26.7
1850-08-12 16:00:00,NA,28.9
1850-08-12 17:00:00,NA,28.3
1850-08-12 18:00:00,NA,28.9
1850-08-12 20:00:00,NA,25
1850-08-12 22:00:00,NA,23.9
1850-08-13,NA,NA
1850-08-13 06:00:00,NA,23.9
1850-08-13 11:00:00,NA,26.7
1850-08-13 14:00:00,NA,29.4
1850-08-13 15:00:00,NA,28.9
1850-08-13 16:00:00,NA,28.9
1850-08-13 17:00:00,NA,27.2
1850-08-13 19:00:00,NA,23.9
1850-08-13 22:00:00,NA,23.9
1850-08-14,NA,NA
1850-08-14 06:00:00,NA,19.4
1850-08-14 07:00:00,NA,20
1850-08-14 09:00:00,NA,22.8
1850-08-14 13:00:00,NA,25.6
1850-08-14 14:00:00,NA,26.1
1850-08-14 18:00:00,NA,26.7
1850-08-14 22:00:00,NA,23.9
1850-08-15,NA,NA
1850-08-15 07:00:00,NA,17.8
1850-08-15 18:00:00,NA,22.8
1850-08-15 19:00:00,NA,21.7
1850-08-15 22:00:00,NA,13.9
1850-08-16,NA,NA
1850-08-16 06:00:00,NA,13.9
1850-08-16 11:00:00,NA,21.7
1850-08-16 16:00:00,NA,23.9
1850-08-16 22:00:00,NA,16.7
1850-08-17,NA,NA
1850-08-17 07:00:00,NA,21.7
1850-08-17 10:00:00,NA,24.4
1850-08-17 16:00:00,NA,24.4
1850-08-17 21:00:00,NA,19.4
1850-08-17 22:00:00,NA,18.3
1850-08-18,NA,NA
1850-08-18 22:00:00,NA,21.7
1850-08-19,NA,NA
1850-08-19 07:00:00,NA,24.4
1850-08-19 09:00:00,NA,24.4
1850-08-19 16:00:00,NA,28.6
1850-08-19 17:00:00,NA,26.7
1850-08-19 18:00:00,NA,26.1
1850-08-19 22:00:00,NA,22.8
1850-08-20,NA,NA
1850-08-20 06:00:00,NA,21.1
1850-08-20 07:00:00,NA,22.8
1850-08-20 09:00:00,NA,25.6
1850-08-20 13:00:00,NA,22.2
1850-08-20 14:00:00,NA,NA
1850-08-20 18:00:00,NA,20.6
1850-08-20 19:00:00,NA,NA
1850-08-20 22:00:00,NA,18.3
1850-08-21,NA,NA
1850-08-21 06:00:00,NA,17.8
1850-08-21 07:00:00,NA,18.9
1850-08-21 11:00:00,NA,25.6
1850-08-21 15:00:00,NA,23.3
1850-08-21 16:00:00,NA,23.9
1850-08-21 22:00:00,NA,25.6
1850-08-22,NA,NA
1850-08-22 06:00:00,NA,18.9
1850-08-22 07:00:00,NA,21.1
1850-08-22 15:00:00,NA,24.4
1850-08-22 19:00:00,NA,21.1
1850-08-22 22:00:00,NA,18.9
1850-08-23,NA,NA
1850-08-23 07:00:00,NA,18.3
1850-08-23 18:00:00,NA,25
1850-08-23 19:00:00,NA,23.9
1850-08-23 20:00:00,NA,22.8
1850-08-23 22:00:00,NA,21.1
1850-08-24,NA,NA
1850-08-24 06:00:00,NA,20
1850-08-24 07:00:00,NA,21.1
1850-08-24 11:00:00,NA,23.3
1850-08-24 12:00:00,NA,23.9
1850-08-24 19:00:00,NA,21.1
1850-08-24 22:00:00,NA,18.9
1850-08-25,NA,NA
1850-08-25 07:00:00,NA,NA
1850-08-25 10:00:00,NA,23.9
1850-08-25 15:00:00,NA,23.9
1850-08-25 22:00:00,NA,18.3
1850-08-26,NA,NA
1850-08-26 06:00:00,NA,20
1850-08-26 07:00:00,NA,15.6
1850-08-26 11:00:00,NA,20.6
1850-08-26 22:00:00,NA,17.2
1850-08-27,NA,NA
1850-08-27 06:00:00,NA,10.6
1850-08-27 07:00:00,NA,11.7
1850-08-27 11:00:00,NA,19.4
1850-08-27 22:00:00,NA,15
1850-08-28,NA,NA
1850-08-28 11:00:00,NA,23.3
1850-08-28 18:00:00,NA,21.7
1850-08-28 19:00:00,NA,18.3
1850-08-28 22:00:00,NA,14.4
1850-08-29,NA,NA
1850-08-29 14:00:00,NA,24.4
1850-08-29 22:00:00,NA,20.6
1850-08-30,NA,NA
1850-08-30 07:00:00,NA,20
1850-08-30 22:00:00,NA,21.1
1850-08-31,NA,NA
1850-08-31 13:00:00,NA,21.7
1850-08-31 15:00:00,NA,21.7
1850-08-31 19:00:00,NA,19.4
1850-08-31 22:00:00,NA,17.8
1850-09-01,NA,NA
1850-09-01 12:00:00,NA,17.2
1850-09-01 22:00:00,NA,13.9
1850-09-02,NA,NA
1850-09-02 07:00:00,NA,11.7
1850-09-02 12:00:00,NA,18.9
1850-09-02 22:00:00,NA,17.8
1850-09-03,NA,NA
1850-09-03 07:00:00,NA,9.4
1850-09-03 22:00:00,NA,19.4
1850-09-04,NA,NA
1850-09-04 06:00:00,NA,15
1850-09-04 07:00:00,NA,17.8
1850-09-04 10:00:00,NA,17.2
1850-09-04 18:00:00,NA,19.4
1850-09-04 22:00:00,NA,18.3
1850-09-05,NA,NA
1850-09-05 07:00:00,NA,16.1
1850-09-05 18:00:00,NA,17.8
1850-09-05 22:00:00,NA,16.1
1850-09-06,NA,NA
1850-09-06 07:00:00,NA,13.9
1850-09-06 14:00:00,NA,20.6
1850-09-06 19:00:00,NA,18.9
1850-09-06 22:00:00,NA,17.2
1850-09-07,NA,NA
1850-09-07 06:00:00,NA,15.6
1850-09-07 07:00:00,NA,15.6
1850-09-07 17:00:00,NA,21.1
1850-09-07 22:00:00,NA,-14.4
1850-09-08,NA,NA
1850-09-08 11:00:00,NA,12.2
1850-09-08 13:00:00,NA,20
1850-09-08 22:00:00,NA,15.6
1850-09-09,NA,NA
1850-09-09 08:00:00,NA,19.4
1850-09-09 13:00:00,NA,NA
1850-09-09 22:00:00,NA,16.7
1850-09-10,NA,NA
1850-09-10 12:00:00,NA,18.3
1850-09-10 22:00:00,NA,14.4
1850-09-11,NA,NA
1850-09-11 22:00:00,NA,13.9
1850-09-12,NA,NA
1850-09-12 10:00:00,NA,15.6
1850-09-12 22:00:00,NA,11.7
1850-09-13,NA,NA
1850-09-13 07:00:00,NA,8.9
1850-09-13 15:00:00,NA,16.1
1850-09-13 20:00:00,NA,14.4
1850-09-13 22:00:00,NA,10
1850-09-14,NA,NA
1850-09-14 07:00:00,NA,9.4
1850-09-14 19:00:00,NA,14.4
1850-09-14 22:00:00,NA,7.2
1850-09-15,NA,NA
1850-09-15 10:00:00,NA,17.2
1850-09-15 13:00:00,NA,18.3
1850-09-15 22:00:00,NA,13.9
1850-09-16,NA,NA
1850-09-16 14:00:00,NA,19.4
1850-09-16 22:00:00,NA,19.4
1850-09-17,NA,NA
1850-09-17 07:00:00,NA,12.2
1850-09-17 13:00:00,NA,22.8
1850-09-17 22:00:00,NA,18.3
1850-09-18,NA,NA
1850-09-18 15:00:00,NA,22.8
1850-09-18 22:00:00,NA,13.9
1850-09-19,NA,NA
1850-09-19 22:00:00,NA,17.2
1850-09-20,NA,NA
1850-09-20 07:00:00,NA,11.7
1850-09-20 22:00:00,NA,13.9
1850-09-21,NA,NA
1850-09-21 07:00:00,NA,16.1
1850-09-21 19:00:00,NA,20.6
1850-09-21 22:00:00,NA,18.3
1850-09-22,NA,NA
1850-09-22 14:00:00,NA,23.9
1850-09-22 18:00:00,NA,24.4
1850-09-22 22:00:00,NA,20.6
1850-09-23,NA,NA
1850-09-23 22:00:00,NA,23.3
1850-09-24,NA,NA
1850-09-24 07:00:00,NA,22.2
1850-09-24 14:00:00,NA,26.7
1850-09-24 22:00:00,NA,17.8
1850-09-25,NA,NA
1850-09-25 08:00:00,NA,10
1850-09-25 09:00:00,NA,10.6
1850-09-25 13:00:00,NA,11.7
1850-09-25 22:00:00,NA,11.7
1850-09-26,NA,NA
1850-09-26 07:00:00,NA,12.8
1850-09-26 08:00:00,NA,12.2
1850-09-26 10:00:00,NA,13.3
1850-09-26 22:00:00,NA,12.8
1850-09-27,NA,NA
1850-09-27 08:00:00,NA,16.1
1850-09-27 13:00:00,NA,18.3
1850-09-27 18:00:00,NA,15
1850-09-27 22:00:00,NA,11.1
1850-09-28,NA,NA
1850-09-28 07:00:00,NA,11.7
1850-09-28 10:00:00,NA,15.6
1850-09-28 18:00:00,NA,20.6
1850-09-28 23:00:00,NA,8.9
1850-09-29,NA,NA
1850-09-29 07:00:00,NA,7.2
1850-09-29 10:00:00,NA,11.1
1850-09-29 15:00:00,NA,13.9
1850-09-29 22:00:00,NA,9.4
1850-09-30,NA,NA
1850-09-30 06:00:00,NA,9.4
1850-09-30 07:00:00,NA,8.3
1850-09-30 16:00:00,NA,12.2
1850-09-30 18:00:00,NA,10
1850-09-30 22:00:00,NA,6.1
1850-10-01,NA,NA
1850-10-01 07:00:00,NA,12.8
1850-10-01 15:00:00,NA,18.9
1850-10-01 22:00:00,NA,13.9
1850-10-02,NA,NA
1850-10-02 18:00:00,NA,14.4
1850-10-02 22:00:00,NA,8.3
1850-10-03,NA,NA
1850-10-03 11:00:00,NA,13.3
1850-10-03 17:00:00,NA,14.4
1850-10-03 18:00:00,NA,11.7
1850-10-03 22:00:00,NA,8.3
1850-10-04,NA,NA
1850-10-04 18:00:00,NA,17.2
1850-10-04 22:00:00,NA,13.9
1850-10-05,NA,NA
1850-10-05 07:00:00,NA,11.7
1850-10-05 19:00:00,NA,10
1850-10-05 22:00:00,NA,6.1
1850-10-06,NA,NA
1850-10-06 07:00:00,NA,5
1850-10-06 13:00:00,NA,10.6
1850-10-06 15:00:00,NA,10
1850-10-06 17:00:00,NA,8.3
1850-10-06 22:00:00,NA,3.9
1850-10-07,NA,NA
1850-10-07 06:00:00,NA,3.9
1850-10-07 07:00:00,NA,0.6
1850-10-07 18:00:00,NA,8.3
1850-10-07 20:00:00,NA,2.8
1850-10-07 22:00:00,NA,4.4
1850-10-08,NA,NA
1850-10-08 07:00:00,NA,6.1
1850-10-08 15:00:00,NA,17.2
1850-10-08 18:00:00,NA,15
1850-10-08 22:00:00,NA,10
1850-10-09,NA,NA
1850-10-09 07:00:00,NA,10
1850-10-09 08:00:00,NA,10
1850-10-09 11:00:00,NA,16.7
1850-10-09 13:00:00,NA,18.9
1850-10-09 22:00:00,NA,16.7
1850-10-10,NA,NA
1850-10-10 22:00:00,NA,18.9
1850-10-11,NA,NA
1850-10-11 07:00:00,NA,15.6
1850-10-11 15:00:00,NA,18.3
1850-10-11 16:00:00,NA,17.2
1850-10-11 19:00:00,NA,11.1
1850-10-11 22:00:00,NA,11.7
1850-10-12,NA,NA
1850-10-12 07:00:00,NA,7.2
1850-10-12 16:00:00,NA,14.4
1850-10-12 22:00:00,NA,3.9
1850-10-13,NA,NA
1850-10-13 06:00:00,NA,3.9
1850-10-13 08:00:00,NA,8.9
1850-10-13 09:00:00,NA,11.1
1850-10-13 10:00:00,NA,12.2
1850-10-13 22:00:00,NA,6.1
1850-10-14,NA,NA
1850-10-14 18:00:00,NA,12.2
1850-10-14 22:00:00,NA,6.7
1850-10-15,NA,NA
1850-10-15 07:00:00,NA,23.9
1850-10-15 13:00:00,NA,18.3
1850-10-15 22:00:00,NA,15.6
1850-10-16,NA,NA
1850-10-16 06:00:00,NA,15.6
1850-10-16 07:00:00,NA,15.6
1850-10-16 09:00:00,NA,19.4
1850-10-16 22:00:00,NA,16.1
1850-10-17,NA,NA
1850-10-17 07:00:00,NA,12.8
1850-10-17 15:00:00,NA,13.9
1850-10-17 19:00:00,NA,11.1
1850-10-17 22:00:00,NA,5.6
1850-10-18,NA,NA
1850-10-18 07:00:00,NA,6.7
1850-10-18 10:00:00,NA,8.9
1850-10-18 22:00:00,NA,8.3
1850-10-19,NA,NA
1850-10-19 06:00:00,NA,8.3
1850-10-19 07:00:00,NA,5.6
1850-10-19 19:00:00,NA,5.6
1850-10-19 22:00:00,NA,5
1850-10-20,NA,NA
1850-10-20 11:00:00,NA,9.4
1850-10-20 22:00:00,NA,6.1
1850-10-21,NA,NA
1850-10-21 07:00:00,NA,0.6
1850-10-21 08:00:00,NA,6.1
1850-10-21 17:00:00,NA,11.1
1850-10-21 22:00:00,NA,8.3
1850-10-22,NA,NA
1850-10-22 10:00:00,NA,11.1
1850-10-22 22:00:00,NA,13.9
1850-10-23,NA,NA
1850-10-23 07:00:00,NA,10
1850-10-23 22:00:00,NA,8.3
1850-10-24,NA,NA
1850-10-24 11:00:00,NA,10.6
1850-10-24 17:00:00,NA,7.8
1850-10-24 22:00:00,NA,2.8
1850-10-25,NA,NA
1850-10-25 07:00:00,NA,1.9
1850-10-25 08:00:00,NA,2.2
1850-10-25 18:00:00,NA,6.1
1850-10-25 22:00:00,NA,2.2
1850-10-26,NA,NA
1850-10-26 07:00:00,NA,1.7
1850-10-26 16:00:00,NA,7.8
1850-10-26 22:00:00,NA,2.2
1850-10-27,NA,NA
1850-10-27 07:00:00,NA,2.8
1850-10-27 11:00:00,NA,12.2
1850-10-27 16:00:00,NA,10.6
1850-10-27 22:00:00,NA,4.4
1850-10-28,NA,NA
1850-10-28 07:00:00,NA,5
1850-10-28 13:00:00,NA,13.3
1850-10-28 22:00:00,NA,6.1
1850-10-29,NA,NA
1850-10-29 13:00:00,NA,8.9
1850-10-29 22:00:00,NA,1.1
1850-10-30,NA,NA
1850-10-30 23:00:00,NA,4.4
1850-10-31,NA,NA
1850-10-31 13:00:00,NA,16.1
1850-10-31 22:00:00,NA,-15
1850-11-01,NA,NA
1850-11-01 08:00:00,NA,12.8
1850-11-01 13:00:00,NA,15
1850-11-01 18:00:00,NA,14.4
1850-11-01 22:00:00,NA,11.7
1850-11-02 12:00:00,NA,16.7
1850-11-03,NA,NA
1850-11-03 12:00:00,NA,16.7
1850-11-03 13:00:00,NA,17.2
1850-11-03 17:00:00,NA,17.8
1850-11-03 22:00:00,NA,13.9
1850-11-04,NA,NA
1850-11-04 13:00:00,NA,17.2
1850-11-04 22:00:00,NA,12.8
1850-11-05,NA,NA
1850-11-05 07:00:00,NA,10
1850-11-05 11:00:00,NA,18.3
1850-11-05 19:00:00,NA,15.6
1850-11-05 22:00:00,NA,15.6
1850-11-06,NA,NA
1850-11-06 09:00:00,NA,8.3
1850-11-06 10:00:00,NA,9.4
1850-11-06 15:00:00,NA,9.4
1850-11-06 22:00:00,NA,3.3
1850-11-07,NA,NA
1850-11-07 11:00:00,NA,6.1
1850-11-07 18:00:00,NA,5.6
1850-11-07 22:00:00,NA,3.3
1850-11-08,NA,NA
1850-11-08 22:00:00,NA,2.8
1850-11-09 07:00:00,NA,1.1
1850-11-09 13:00:00,NA,9.4
1850-11-09 16:00:00,NA,10
1850-11-09 22:00:00,NA,0
1850-11-10,NA,NA
1850-11-10 22:00:00,NA,5.6
1850-11-11,NA,NA
1850-11-11 08:00:00,NA,5
1850-11-11 22:00:00,NA,5.6
1850-11-12,NA,NA
1850-11-12 08:00:00,NA,1.1
1850-11-12 11:00:00,NA,6.7
1850-11-12 22:00:00,NA,3.9
1850-11-13,NA,NA
1850-11-13 07:00:00,NA,0
1850-11-13 22:00:00,NA,5
1850-11-14,NA,NA
1850-11-14 22:00:00,NA,10
1850-11-15,NA,NA
1850-11-15 08:00:00,NA,8.9
1850-11-15 22:00:00,NA,2.2
1850-11-16,NA,NA
1850-11-16 07:00:00,NA,-2.8
1850-11-16 11:00:00,NA,1.7
1850-11-16 23:00:00,NA,-2.2
1850-11-17,NA,NA
1850-11-17 14:00:00,NA,3.3
1850-11-17 22:00:00,NA,1.7
1850-11-18,NA,NA
1850-11-18 07:00:00,NA,-2.2
1850-11-18 09:00:00,NA,1.7
1850-11-18 22:00:00,NA,5.6
1850-11-19,NA,NA
1850-11-19 13:00:00,NA,7.2
1850-11-19 23:00:00,NA,3.9
1850-11-20,NA,NA
1850-11-20 07:00:00,NA,1.7
1850-11-20 11:00:00,NA,5.6
1850-11-20 17:00:00,NA,4.4
1850-11-20 22:00:00,NA,1.7
1850-11-21,NA,NA
1850-11-21 07:00:00,NA,-3.9
1850-11-21 08:00:00,NA,NA
1850-11-21 09:00:00,NA,0.6
1850-11-21 18:00:00,NA,1.1
1850-11-21 22:00:00,NA,-1.1
1850-11-22,NA,NA
1850-11-22 07:00:00,NA,NA
1850-11-22 10:00:00,NA,3.9
1850-11-22 16:00:00,NA,3.1
1850-11-22 22:00:00,NA,-2.2
1850-11-23,NA,NA
1850-11-23 07:00:00,NA,-1.1
1850-11-23 18:00:00,NA,3.3
1850-11-23 22:00:00,NA,0.6
1850-11-24,NA,NA
1850-11-24 22:00:00,NA,0.6
1850-11-25,NA,NA
1850-11-25 12:00:00,NA,7.2
1850-11-25 16:00:00,NA,6.7
1850-11-25 22:00:00,NA,6.7
1850-11-26,NA,NA
1850-11-26 12:00:00,NA,10.6
1850-11-26 15:00:00,NA,10.6
1850-11-26 20:00:00,NA,12.2
1850-11-26 22:00:00,NA,12.2
1850-11-27,NA,NA
1850-11-27 07:00:00,NA,8.3
1850-11-27 10:00:00,NA,13.9
1850-11-27 14:00:00,NA,15.8
1850-11-27 15:00:00,NA,15.6
1850-11-27 18:00:00,NA,13.9
1850-11-27 20:00:00,NA,13.3
1850-11-27 22:00:00,NA,14.4
1850-11-28,NA,NA
1850-11-28 07:00:00,NA,14.4
1850-11-28 12:00:00,NA,15.6
1850-11-28 16:00:00,NA,12.2
1850-11-28 22:00:00,NA,6.7
1850-11-29,NA,NA
1850-11-29 07:00:00,NA,1.7
1850-11-29 09:00:00,NA,5.6
1850-11-29 18:00:00,NA,4.4
1850-11-29 23:00:00,NA,1.1
1850-11-30,NA,NA
1850-11-30 07:00:00,NA,2.2
1850-11-30 14:00:00,NA,5
1850-11-30 20:00:00,NA,5.6
1850-11-30 22:00:00,NA,3.9
1850-12-01,NA,NA
1850-12-01 22:00:00,NA,3.9
1850-12-02,NA,NA
1850-12-02 11:00:00,NA,8.3
1850-12-02 21:00:00,NA,6.1
1850-12-02 22:00:00,NA,6.1
1850-12-03,NA,NA
1850-12-03 07:00:00,NA,12.2
1850-12-03 23:00:00,NA,-1.7
1850-12-04,NA,NA
1850-12-04 07:00:00,NA,-1.7
1850-12-04 13:00:00,NA,2.2
1850-12-04 22:00:00,NA,0
1850-12-05,NA,NA
1850-12-05 18:00:00,NA,-1.7
1850-12-05 21:00:00,NA,-3.3
1850-12-05 22:00:00,NA,-4.4
1850-12-06,NA,NA
1850-12-06 07:00:00,NA,-6.7
1850-12-06 11:00:00,NA,-3.9
1850-12-06 13:00:00,NA,-2.8
1850-12-06 18:00:00,NA,-2.8
1850-12-06 23:00:00,NA,-2.8
1850-12-07,NA,NA
1850-12-07 13:00:00,NA,0
1850-12-07 15:00:00,NA,-2.2
1850-12-07 19:00:00,NA,-5
1850-12-07 22:00:00,NA,-5.6
1850-12-08,NA,NA
1850-12-08 13:00:00,NA,-5
1850-12-08 17:00:00,NA,-7.2
1850-12-08 22:00:00,NA,-5.6
1850-12-09,NA,NA
1850-12-09 22:00:00,NA,-2.8
1850-12-10,NA,NA
1850-12-10 22:00:00,NA,-3.3
1850-12-11,NA,NA
1850-12-11 12:00:00,NA,4.4
1850-12-11 14:00:00,NA,2.2
1850-12-11 22:00:00,NA,-3.3
1850-12-12,NA,NA
1850-12-12 13:00:00,NA,-1.1
1850-12-12 14:00:00,NA,-0.6
1850-12-12 16:00:00,NA,0
1850-12-12 22:00:00,NA,-8.3
1850-12-13,NA,NA
1850-12-13 07:00:00,NA,-8.3
1850-12-13 10:00:00,NA,-6.1
1850-12-13 13:00:00,NA,-4.4
1850-12-13 18:00:00,NA,-6.1
1850-12-13 21:00:00,NA,-9.4
1850-12-13 22:00:00,NA,-10
1850-12-14,NA,NA
1850-12-14 07:00:00,NA,-6.7
1850-12-14 17:00:00,NA,0.6
1850-12-14 18:00:00,NA,-0.6
1850-12-14 22:00:00,NA,0
1850-12-15,NA,NA
1850-12-15 07:00:00,NA,1.7
1850-12-15 08:00:00,NA,1.7
1850-12-15 22:00:00,NA,0.6
1850-12-16,NA,NA
1850-12-16 07:00:00,NA,0.8
1850-12-16 18:00:00,NA,0
1850-12-16 22:00:00,NA,-3.3
1850-12-17,NA,NA
1850-12-17 09:00:00,NA,-5.6
1850-12-17 23:00:00,NA,-5
1850-12-18,NA,NA
1850-12-18 22:00:00,NA,-3.9
1850-12-19,NA,NA
1850-12-19 11:00:00,NA,0
1850-12-19 19:00:00,NA,-2.8
1850-12-19 22:00:00,NA,-2.2
1850-12-20,NA,NA
1850-12-20 07:00:00,NA,-2.8
1850-12-20 09:00:00,NA,-1.1
1850-12-20 13:00:00,NA,0
1850-12-20 22:00:00,NA,-3.9
1850-12-21,NA,NA
1850-12-21 15:00:00,NA,2.8
1850-12-21 22:00:00,NA,-7.2
1850-12-22,NA,NA
1850-12-22 13:00:00,NA,1.1
1850-12-22 15:00:00,NA,1.1
1850-12-22 17:00:00,NA,0.6
1850-12-22 22:00:00,NA,0
1850-12-23,NA,NA
1850-12-23 13:00:00,NA,-5.6
1850-12-23 16:00:00,NA,-7.8
1850-12-23 17:00:00,NA,-8.9
1850-12-23 20:00:00,NA,-11.1
1850-12-23 22:00:00,NA,-11.1
1850-12-24,NA,NA
1850-12-24 07:00:00,NA,-16.7
1850-12-24 16:00:00,NA,-6.1
1850-12-24 22:00:00,NA,-7.2
1850-12-25,NA,NA
1850-12-25 07:00:00,NA,-3.9
1850-12-25 23:00:00,NA,-1.7
1850-12-26,NA,NA
1850-12-26 22:00:00,NA,-1.1
1850-12-27,NA,NA
1850-12-27 17:00:00,NA,0
1850-12-27 22:00:00,NA,-5
1850-12-28,NA,NA
1850-12-28 11:00:00,NA,-2.2
1850-12-28 14:00:00,NA,0
1850-12-28 22:00:00,NA,-5.6
1850-12-29,NA,NA
1850-12-29 13:00:00,NA,-5
1850-12-29 15:00:00,NA,-5
1850-12-29 16:00:00,NA,-6.7
1850-12-29 17:00:00,NA,-9.4
1850-12-29 18:00:00,NA,-12.2
1850-12-29 22:00:00,NA,-17.8
1850-12-30,NA,NA
1850-12-30 07:00:00,NA,-17.5
1850-12-30 08:00:00,NA,-17.8
1850-12-30 09:00:00,NA,-13.9
1850-12-30 15:00:00,NA,-7.2
1850-12-30 16:00:00,NA,-16.7
1850-12-30 17:00:00,NA,-9.4
1850-12-30 18:00:00,NA,-10.6
1850-12-30 22:00:00,NA,-8.3
1850-12-31,NA,NA
1850-12-31 11:00:00,NA,-3.9
1850-12-31 15:00:00,NA,-6.1
1850-12-31 20:00:00,NA,-9.4
1850-12-31 22:00:00,NA,-10
1851-01-01,NA,-1.7
1851-01-02 20:00:00,NA,-2.8
1851-01-02 23:00:00,NA,-2.2
1851-01-04 11:00:00,NA,-2.2
1851-01-05 23:00:00,NA,0
1851-01-06 08:00:00,NA,-7.8
1851-01-06 20:00:00,NA,1.7
1851-01-07 17:00:00,NA,1.7
1851-01-07 23:00:00,NA,2.2
1851-01-08 23:00:00,NA,2.8
1851-01-09 23:00:00,NA,6.7
1851-01-10 23:00:00,NA,1.1
1851-01-11 14:00:00,NA,0
1851-01-16 08:00:00,NA,3.3
1851-01-17 07:00:00,NA,-9.4
1851-01-17 20:00:00,NA,-6.7
1851-01-18 07:00:00,NA,-15
1851-01-18 23:00:00,NA,-11.9
1851-01-19 08:00:00,NA,-9.4
1851-01-19 14:00:00,NA,-6.7
1851-01-19 23:00:00,NA,-3.9
1851-01-22 17:00:00,NA,6.1
1851-01-23 07:00:00,NA,-2.8
1851-01-24 08:00:00,NA,3.9
1851-01-24 20:00:00,NA,3.9
1851-01-26 17:00:00,NA,5
1851-01-29 07:00:00,NA,-11.1
1851-01-29 23:00:00,NA,-10.6
1851-01-30 07:00:00,NA,-18.9
1851-01-30 17:00:00,NA,-14.4
1851-01-31 07:00:00,NA,-17.8
1851-01-31 14:00:00,NA,-12.2
1851-01-31 23:00:00,NA,-11.1
1851-02-01 07:00:00,NA,-4.4
1851-02-01 08:00:00,NA,-8.9
1851-02-01 14:00:00,NA,-2.2
1851-02-01 17:00:00,NA,-1.1
1851-02-02 08:00:00,NA,-2.2
1851-02-02 11:00:00,NA,-1.7
1851-02-02 23:00:00,NA,1.7
1851-02-03 07:00:00,NA,-7.8
1851-02-03 14:00:00,NA,1.1
1851-02-04 08:00:00,NA,-2.2
1851-02-04 23:00:00,NA,7.8
1851-02-05 07:00:00,NA,-0.6
1851-02-05 08:00:00,NA,1.1
1851-02-06 07:00:00,NA,-8.3
1851-02-07 07:00:00,NA,-1.1
1851-02-07 11:00:00,NA,-0.6
1851-02-07 23:00:00,NA,1.7
1851-02-08 07:00:00,NA,-2.2
1851-02-08 08:00:00,NA,-1.1
1851-02-09 08:00:00,NA,1.7
1851-02-09 14:00:00,NA,3.3
1851-02-09 17:00:00,NA,3.9
1851-02-10 07:00:00,NA,0
1851-02-11 07:00:00,NA,2.2
1851-02-12 07:00:00,NA,-1.7
1851-02-12 08:00:00,NA,0
1851-02-13 07:00:00,NA,1.7
1851-02-14 07:00:00,NA,4.4
1851-02-14 23:00:00,NA,9.4
1851-02-15 07:00:00,NA,8.9
1851-02-15 17:00:00,NA,12.2
1851-02-15 20:00:00,NA,4.4
1851-02-15 23:00:00,NA,1.7
1851-02-16 08:00:00,NA,-5.6
1851-02-16 17:00:00,NA,-4.4
1851-02-17 07:00:00,NA,9.4
1851-02-17 08:00:00,NA,-3.9
1851-02-17 14:00:00,NA,-2.2
1851-02-18 07:00:00,NA,1.1
1851-02-19 07:00:00,NA,-1.1
1851-02-20 07:00:00,NA,6.1
1851-02-20 14:00:00,NA,1.7
1851-02-21 07:00:00,NA,2.2
1851-02-22 07:00:00,NA,0.6
1851-02-23 07:00:00,NA,0.6
1851-02-23 23:00:00,NA,8.9
1851-02-24 07:00:00,NA,1.1
1851-02-24 11:00:00,NA,8.9
1851-02-25 07:00:00,NA,4.4
1851-02-25 17:00:00,NA,8.9
1851-02-26 07:00:00,NA,9.4
1851-02-26 14:00:00,NA,6.7
1851-02-27 07:00:00,NA,8.9
1851-02-27 20:00:00,NA,12.2
1851-02-28 07:00:00,NA,2.2
1851-02-28 08:00:00,NA,-3.9
1851-04-01 07:00:00,NA,-1.1
1851-04-01 17:00:00,NA,12.8
1851-04-02 07:00:00,NA,7.2
1851-04-03 07:00:00,NA,5
1851-04-04 07:00:00,NA,3.3
1851-04-04 23:00:00,NA,3.3
1851-04-05 07:00:00,NA,1.7
1851-04-06 07:00:00,NA,2.8
1851-04-06 11:00:00,NA,3.3
1851-04-07 07:00:00,NA,2.2
1851-04-07 08:00:00,NA,2.2
1851-04-07 14:00:00,NA,8.3
1851-04-07 17:00:00,NA,8.3
1851-04-07 20:00:00,NA,8.3
1851-04-07 23:00:00,NA,8.9
1851-04-08 07:00:00,NA,8.3
1851-04-09 07:00:00,NA,7.2
1851-04-09 20:00:00,NA,8.9
1851-04-10 07:00:00,NA,6.7
