"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"MooseFactory","51.24","-80.76","9","America/Toronto","5","71836","6075425"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ptb","pte","sd","ta","ta_mean","tb","Tn","w","ww"
1861-02-19,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19,NA,NA,NA,NA,NA,NA,NA,NA,-8.52,NA,NA,NA,NA
1861-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.67,NA,NA
1861-02-19 07:00:00,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA,NA,NA
1861-02-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-19 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,1002.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,NA,NA
1861-02-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-19 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,995.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1861-02-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-02-20,NA,NA,NA,NA,NA,NA,NA,NA,-7.04,NA,NA,NA,NA
1861-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1861-02-20 07:00:00,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,NA,997.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,NA,NA
1861-02-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-20 14:00:00,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,NA
1861-02-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-02-20 21:00:00,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,NA,995.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,NA
1861-02-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
1861-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21,NA,NA,NA,NA,NA,NA,NA,NA,-19.51,NA,NA,NA,NA
1861-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.67,NA,NA
1861-02-21 07:00:00,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,1007.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA
1861-02-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-21 14:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,1013.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,-16.94,NA,NA,NA,NA,NA
1861-02-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-21 21:00:00,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA,NA,NA,NA,NA
1861-02-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22,NA,NA,NA,NA,NA,NA,NA,NA,-25.09,NA,NA,NA,NA
1861-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.22,NA,NA
1861-02-22 07:00:00,-4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,1020.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,-29.72,NA,NA,NA,NA,NA
1861-02-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-22 14:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA,NA,NA,NA,NA
1861-02-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-22 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,1024.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,-26.67,NA,NA,NA,NA,NA
1861-02-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-02-23,NA,NA,NA,NA,NA,NA,NA,NA,-24.44,NA,NA,NA,NA
1861-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.33,NA,NA
1861-02-23 07:00:00,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 07:00:00,NA,NA,1019.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,-28.33,NA,NA,NA,NA,NA
1861-02-23 14:00:00,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA
1861-02-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-23 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,1018.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,-25,NA,NA,NA,NA,NA
1861-02-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24,NA,NA,NA,NA,NA,NA,NA,NA,-20.18,NA,NA,NA,NA
1861-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35,NA,NA
1861-02-24 07:00:00,-6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,-32.22,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-24 14:00:00,21.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,1016.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA
1861-02-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-24 21:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,NA
1861-02-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-02-25,NA,NA,NA,NA,NA,NA,NA,NA,-8.52,NA,NA,NA,NA
1861-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.94,NA,NA
1861-02-25 07:00:00,-0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,1007.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA,NA,NA
1861-02-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-25 14:00:00,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,1007.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA,NA,NA
1861-02-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-02-25 21:00:00,21.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 21:00:00,NA,NA,1007.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA,NA,NA
1861-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-02-26,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,NA
1861-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA
1861-02-26 07:00:00,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,NA,NA,NA
1861-02-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-02-26 14:00:00,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,1018.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1861-02-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-02-26 21:00:00,23.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,NA,NA,NA
1861-02-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,NA,NA,NA,NA
1861-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA
1861-02-27 07:00:00,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-02-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 07:00:00,NA,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,NA,NA
1861-02-27 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,1009.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,NA
1861-02-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-02-27 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,1015.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,NA,NA
1861-02-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,-3.71,NA,NA,NA,NA
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SN NA"
1861-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28 07:00:00,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-02-28 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
