"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Michipocoton","47.8","-85.08","201","America/Thunder_Bay","5","71738","6059D09 "
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1866-03-22 21:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-22 21:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-22 21:00:00,NA,NA,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA
1866-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-03-23,NA,NA,NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA
1866-03-23 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 07:00:00,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1866-03-23 14:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 14:00:00,NA,NA,NA,NA,989.16,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1866-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1866-03-23 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 21:00:00,NA,NA,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-24,NA,NA,NA,NA,NA,5.69,NA,NA,NA,NA,NA,NA,NA
1866-03-24 07:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 07:00:00,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA
1866-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-24 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 14:00:00,NA,NA,NA,NA,988.15,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1866-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-24 21:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 21:00:00,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA
1866-03-25 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 07:00:00,NA,NA,NA,NA,991.2,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.11,NA,NA,NA
1866-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-25 14:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 14:00:00,NA,NA,NA,NA,993.57,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA
1866-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-25 21:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 21:00:00,NA,NA,NA,NA,996.95,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA
1866-03-26 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 07:00:00,NA,NA,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.22,NA,NA,NA
1866-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1866-03-26 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 14:00:00,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-26 21:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 21:00:00,NA,NA,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA
1866-03-27 07:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 07:00:00,NA,NA,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1866-03-27 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-27 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 21:00:00,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.11,NA,NA,NA
1866-03-28,NA,NA,NA,NA,NA,4.57,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,NA,NA,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1866-03-28 14:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 14:00:00,NA,NA,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1866-03-28 21:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 21:00:00,NA,NA,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA
1866-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-03-29 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 07:00:00,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-03-29 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 14:00:00,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-29 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 21:00:00,NA,NA,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA
1866-03-30 07:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 07:00:00,NA,NA,NA,NA,992.89,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA
1866-03-30 14:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 14:00:00,NA,NA,NA,NA,986.79,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1866-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-03-30 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 21:00:00,NA,NA,NA,NA,982.05,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA
1866-03-31,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA
1866-03-31 07:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 07:00:00,NA,NA,NA,NA,974.6,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,NA,NA,NA
1866-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-03-31 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 14:00:00,NA,NA,NA,NA,982.05,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-03-31 21:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 21:00:00,NA,NA,NA,NA,986.12,NA,NA,NA,NA,NA,NA,NA,NA
1866-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA
1866-04-01 07:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 07:00:00,NA,NA,NA,NA,997.63,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,NA,NA,NA,NA,998.31,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-04-01 21:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-01 21:00:00,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1866-04-02 07:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 07:00:00,NA,NA,NA,NA,998.65,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,NA,NA,NA,NA,999.66,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-04-02 21:00:00,23.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 21:00:00,NA,NA,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-03,NA,NA,NA,NA,NA,9.52,NA,NA,NA,NA,NA,NA,NA
1866-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1866-04-03 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 07:00:00,NA,NA,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-04-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-03 14:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 14:00:00,NA,NA,NA,NA,993.57,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1866-04-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-03 21:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 21:00:00,NA,NA,NA,NA,992.89,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-04-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-04,NA,NA,NA,NA,NA,18.34,NA,NA,NA,NA,NA,NA,NA
1866-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1866-04-04 07:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 07:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1866-04-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-04 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 14:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1866-04-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1866-04-04 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-04 21:00:00,NA,NA,NA,NA,989.16,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1866-04-05 07:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1866-04-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
