"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Quebec","46.81","-71.22","80.8","America/Montreal","5","71714","7016293"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","rr","sd","ta","ta_mean","ta_range","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1853-05-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-17 14:00:00,17.5,NA,NA,1010.9,NA,52.9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,15.21,NA,NA,NA,NA,NA
1853-05-17 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,NA,NA,NA,NA,10.82,NA
1853-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,6.67,1.94,11.39,NA,NA,5,11.67,NA,NA,"empty"
1853-05-18 07:00:00,NA,NA,NA,NA,NA,51.7,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,11.39,NA,NA,23.33,NA,NA
1853-05-18 09:00:00,14.44,90,NA,1010.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,7.65,NA
1853-05-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-18 14:00:00,15.56,NA,NA,1012.53,NA,56.6,NA,NA,NA,NA,NA,6.94,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1853-05-18 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,8.84,NA
1853-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA,NA,4.58,1.11,8.06,NA,NA,1.67,4.44,NA,NA,"rain | sleet | snow"
1853-05-19 07:00:00,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,2.92,NA,NA,NA,NA,3.89,NA,NA,21.11,NA,NA
1853-05-19 09:00:00,15,90,NA,1004,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,8.84,",ra"
1853-05-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-19 14:00:00,15.56,NA,NA,1001.76,NA,92.6,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1853-05-19 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,17.67,",sn"
1853-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,NA,NA,3.06,1.94,4.17,NA,NA,2.5,4.72,NA,NA,"rain"
1853-05-20 07:00:00,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,4.17,NA,NA,5,NA,NA
1853-05-20 09:00:00,13.06,315,NA,991.7,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,11.69,NA
1853-05-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-20 14:00:00,13.89,NA,NA,993.91,NA,69.4,NA,NA,NA,NA,NA,5.42,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1853-05-20 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,NA,NA,NA,NA,7.65,",ra"
1853-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,NA,NA,3.89,0.56,7.22,NA,NA,2.22,11.67,NA,NA,"rain"
1853-05-21 07:00:00,NA,NA,NA,NA,NA,61.5,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,10.83,NA,NA,15,NA,NA
1853-05-21 09:00:00,12.78,225,NA,996.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,6.25,NA
1853-05-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-21 14:00:00,15.56,NA,NA,993.33,NA,56,NA,NA,NA,NA,NA,8.64,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
1853-05-21 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,4.42,",ra"
1853-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,NA,NA,8.75,6.94,10.56,NA,NA,7.78,12.5,NA,NA,"rain"
1853-05-22 07:00:00,NA,NA,NA,NA,NA,81.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,11.89,NA,NA,21.11,NA,NA
1853-05-22 09:00:00,13.33,225,NA,998.95,21.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,NA,0,NA
1853-05-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-22 14:00:00,13.89,NA,NA,999.32,NA,63.2,NA,NA,NA,NA,NA,11.94,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA
1853-05-22 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,NA,NA,NA,NA,0,NA
1853-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,9.17,8.33,10,NA,NA,9.44,11.67,NA,NA,"rain"
1853-05-23 07:00:00,NA,NA,NA,NA,NA,84.3,NA,NA,NA,NA,NA,9.31,NA,NA,NA,NA,10.83,NA,NA,21.39,NA,NA
1853-05-23 09:00:00,13.61,90,NA,1000.17,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,NA,6.25,NA
1853-05-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-23 14:00:00,15,NA,NA,1000.41,NA,93,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA
1853-05-23 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,NA,NA,NA,NA,0,NA
1853-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69,NA,NA,9.17,7.22,11.11,NA,NA,7.22,14.17,NA,NA,"rain"
1853-05-24 07:00:00,NA,NA,NA,NA,NA,74.7,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,13.33,NA,NA,17.22,NA,NA
1853-05-24 09:00:00,15,270,NA,1005.76,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,NA,7.65,NA
1853-05-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-24 14:00:00,15.56,NA,NA,1007.82,NA,56.3,NA,NA,NA,NA,NA,11.81,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1853-05-24 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,NA,6.25,NA
1853-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,9.17,6.67,11.67,NA,NA,7.78,14.72,NA,NA,"empty"
1853-05-25 07:00:00,NA,NA,NA,NA,NA,74.9,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,13.89,NA,NA,22.78,NA,NA
1853-05-25 09:00:00,14.72,90,NA,1010.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,NA,NA,NA,NA,0,NA
1853-05-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-25 14:00:00,15.56,NA,NA,1009.86,NA,63.4,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA
1853-05-25 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67,NA,NA,NA,NA,0,NA
1853-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA,9.86,8.33,11.39,NA,NA,10.56,12.78,NA,NA,"empty"
1853-05-26 07:00:00,NA,NA,NA,NA,NA,81.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,11.67,NA,NA,25,NA,NA
1853-05-26 09:00:00,15.28,45,NA,1003.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,0,NA
1853-05-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-26 14:00:00,15.56,NA,NA,1000.68,NA,87.3,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1853-05-26 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,0,NA
1853-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,13.19,9.44,16.94,NA,NA,10.56,20.56,NA,NA,"rain"
1853-05-27 07:00:00,NA,NA,NA,NA,NA,72.6,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,20,NA,NA,26.11,NA,NA
1853-05-27 09:00:00,15.28,270,NA,998.07,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67,NA,NA,NA,NA,0,",fg"
1853-05-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-27 14:00:00,17.78,NA,NA,1000.03,NA,42.7,NA,NA,NA,NA,NA,14.17,NA,NA,NA,NA,23.47,NA,NA,NA,NA,NA
1853-05-27 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,NA,NA,NA,NA,0,NA
1853-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,12.22,7.22,17.22,NA,NA,10,20,NA,NA,"empty"
1853-05-28 07:00:00,NA,NA,NA,NA,NA,61.4,NA,NA,NA,NA,NA,9.72,NA,NA,NA,NA,14.44,NA,NA,31.67,NA,NA
1853-05-28 09:00:00,15.56,90,NA,1004.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,NA,NA,0,NA
1853-05-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-28 14:00:00,16.67,NA,NA,1004.06,NA,61.6,NA,NA,NA,NA,NA,13.33,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA
1853-05-28 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33,NA,NA,NA,NA,0,NA
1853-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,12.22,7.22,17.22,NA,NA,9.44,20,NA,NA,"rain"
1853-05-29 07:00:00,NA,NA,NA,NA,NA,94.6,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,17.5,NA,NA,27.5,NA,NA
1853-05-29 09:00:00,16.11,90,NA,1004.17,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.14,NA,NA,NA,NA,6.25,NA
1853-05-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-29 14:00:00,16.39,NA,NA,1004.88,NA,74.7,NA,NA,NA,NA,NA,20.28,NA,NA,NA,NA,23.33,NA,NA,NA,NA,NA
1853-05-29 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,0,NA
1853-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,15.28,11.11,19.44,NA,NA,12.78,25,NA,NA,"rain"
1853-05-30 07:00:00,NA,NA,NA,NA,NA,61.3,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,24.44,NA,NA,30.56,NA,NA
1853-05-30 09:00:00,16.94,90,NA,999.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,0,NA
1853-05-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-30 14:00:00,21.11,NA,NA,992.62,NA,41.3,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,26.94,NA,NA,NA,NA,NA
1853-05-30 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,NA,NA,NA,NA,0,NA
1853-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39,NA,NA,3.33,0,6.67,NA,NA,2.78,30,NA,NA,"rain"
1853-05-31 07:00:00,NA,NA,NA,NA,NA,57.7,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,10.83,NA,NA,36.11,NA,NA
1853-05-31 09:00:00,13.06,315,NA,1013.75,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,6.25,NA
1853-05-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-05-31 14:00:00,15.56,NA,NA,1013.68,NA,59.4,NA,NA,NA,NA,NA,9.17,NA,NA,NA,NA,13.89,NA,NA,NA,NA,NA
1853-05-31 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA,NA,NA,NA,0,NA
1853-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7.5,3.33,11.67,NA,NA,4.44,15.56,NA,NA,"empty"
1853-06-01 07:00:00,NA,NA,NA,NA,NA,70.9,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,14,NA,NA,18.61,NA,NA
1853-06-01 09:00:00,13.89,270,NA,1014.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.22,NA,NA,NA,NA,0,NA
1853-06-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-01 14:00:00,16.11,NA,NA,1014.33,NA,61.5,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1853-06-01 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,NA,NA,NA,NA,0,NA
1853-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.56,NA,NA,11.5,9.17,13.89,NA,NA,11.39,17.78,NA,NA,"empty"
1853-06-02 07:00:00,NA,NA,NA,NA,NA,67.1,NA,NA,NA,NA,NA,13.33,NA,NA,NA,NA,17.22,NA,NA,21.11,NA,NA
1853-06-02 09:00:00,15.28,270,NA,1013.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.61,NA,NA,NA,NA,0,NA
1853-06-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-02 14:00:00,16.67,NA,NA,1012.53,NA,46.9,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA
1853-06-02 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,NA,NA,NA,NA,6.25,NA
1853-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,10.94,9.44,12.5,NA,NA,11.11,22.22,NA,NA,"rain"
1853-06-03 07:00:00,NA,NA,NA,NA,NA,93.4,NA,NA,NA,NA,NA,11.67,NA,NA,NA,NA,12.33,NA,NA,27.78,NA,NA
1853-06-03 09:00:00,15.56,90,NA,1004.17,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,7.65,",ra"
1853-06-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-03 14:00:00,15.83,NA,NA,1002.3,NA,91.6,NA,NA,NA,NA,NA,11.94,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1853-06-03 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33,NA,NA,NA,NA,6.25,NA
1853-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,5.28,6.11,10,NA,NA,6.94,14.17,NA,NA,"rain"
1853-06-04 07:00:00,NA,NA,NA,NA,NA,81.4,NA,NA,NA,NA,NA,8.89,NA,NA,NA,NA,10.56,NA,NA,17.22,NA,NA
1853-06-04 09:00:00,15.56,90,NA,1014.33,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,0,NA
1853-06-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-04 14:00:00,15.83,NA,NA,1014.29,NA,84.2,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1853-06-04 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.56,NA,NA,NA,NA,6.25,NA
1853-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,NA,NA,11.11,6.11,16.11,NA,NA,6.67,20.28,NA,NA,"empty"
1853-06-05 07:00:00,NA,NA,NA,NA,NA,69.1,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,19.56,NA,NA,24.17,NA,NA
1853-06-05 09:00:00,14.72,225,NA,1014.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22,NA,NA,NA,NA,0,NA
1853-06-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-05 14:00:00,15.56,NA,NA,1010.23,NA,52.6,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,23.89,NA,NA,NA,NA,NA
1853-06-05 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,0,NA
1853-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,NA,NA,14.44,11.67,17.22,NA,NA,13.89,24.44,NA,NA,"rain"
1853-06-06 07:00:00,NA,NA,NA,NA,NA,80.8,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,19.17,NA,NA,30.56,NA,NA
1853-06-06 09:00:00,16.67,225,NA,1004.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,NA,NA,NA,NA,0,NA
1853-06-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-06 14:00:00,20,NA,NA,999.66,NA,78.4,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,23.06,NA,NA,NA,NA,NA
1853-06-06 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61,NA,NA,NA,NA,0,",ra"
1853-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,18.72,15.83,21.67,NA,NA,18.06,26.94,NA,NA,"rain"
1853-06-07 07:00:00,NA,NA,NA,NA,NA,90.2,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,20.83,NA,NA,32.5,NA,NA
1853-06-07 09:00:00,19.44,270,NA,999.32,21.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78,NA,NA,NA,NA,7.65,",ra"
1853-06-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-07 14:00:00,20.56,NA,NA,998.1,NA,78.4,NA,NA,NA,NA,NA,19.83,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA
1853-06-07 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,NA,NA,NA,4.42,NA
1853-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,NA,NA,15,9.44,20.56,NA,NA,8.33,23.06,NA,NA,"rain"
1853-06-08 07:00:00,NA,NA,NA,NA,NA,66.7,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,14,NA,NA,24.72,NA,NA
1853-06-08 09:00:00,16.67,315,NA,1010.09,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,NA,NA,NA,NA,7.65,NA
1853-06-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-08 14:00:00,17.22,NA,NA,1011.38,NA,56.8,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,17.06,NA,NA,NA,NA,NA
1853-06-08 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,0,NA
1853-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.17,NA,NA,10.06,5.28,14.83,NA,NA,6.67,19.72,NA,NA,"empty"
1853-06-09 07:00:00,NA,NA,NA,NA,NA,61.9,NA,NA,NA,NA,NA,14.22,NA,NA,NA,NA,18.89,NA,NA,23.89,NA,NA
1853-06-09 09:00:00,15.28,315,NA,1015.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,0,NA
1853-06-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-09 14:00:00,17.78,NA,NA,1013,NA,58,NA,NA,NA,NA,NA,16.22,NA,NA,NA,NA,22.33,NA,NA,NA,NA,NA
1853-06-09 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,NA,NA,0,NA
1853-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.33,NA,NA,14.17,10,18.33,NA,NA,11.67,23.06,NA,NA,"rain"
1853-06-10 07:00:00,NA,NA,NA,NA,NA,70.9,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,21.78,NA,NA,29.44,NA,NA
1853-06-10 09:00:00,17.22,270,NA,1011.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,0,NA
1853-06-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-10 14:00:00,19.17,NA,NA,1009.96,NA,80.8,NA,NA,NA,NA,NA,16.94,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
1853-06-10 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,NA,NA,NA,NA,0,",ra"
1853-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,NA,NA,14.56,10.56,18.61,NA,NA,13.06,23.89,NA,NA,"rain"
1853-06-11 07:00:00,NA,NA,NA,NA,NA,55.6,NA,NA,NA,NA,NA,13.89,NA,NA,NA,NA,20,NA,NA,28.33,NA,NA
1853-06-11 09:00:00,17.22,90,NA,1015.24,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.22,NA,NA,NA,NA,0,NA
1853-06-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-06-11 14:00:00,18.33,NA,NA,1014.63,NA,58.6,NA,NA,NA,NA,NA,14.28,NA,NA,NA,NA,19.83,NA,NA,NA,NA,NA
1853-06-11 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,0,NA
1853-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,9.17,5,13.33,NA,NA,7.22,22.78,NA,NA,"empty"
1853-06-12 07:00:00,NA,NA,NA,NA,NA,48.3,NA,NA,NA,NA,NA,11.39,NA,NA,NA,NA,18.89,NA,NA,30.97,NA,NA
1853-06-12 09:00:00,17.22,45,NA,1017.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,NA,NA,NA,NA,0,NA
1853-06-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
