"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kingston","44.2","-76.5","85.3","America/Toronto","5","71820","6104185"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1856-05-05 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28,NA,NA,NA,NA,0,NA
1856-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,2.22,13.33,NA,NA,"empty"
1856-05-06 07:00:00,NA,NA,10.23,NA,NA,86.5,NA,7.92,NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA
1856-05-06 09:00:00,8.47,45,10.23,1030.14,0,NA,NA,NA,NA,NA,NA,6.56,NA,NA,NA,NA,0,NA
1856-05-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-06 14:00:00,9.44,NA,13.34,1019.64,NA,88.8,NA,11.67,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-06 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,0,NA
1856-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6.11,17.22,NA,NA,"empty"
1856-05-07 07:00:00,NA,NA,11.41,NA,NA,87.1,NA,9.86,NA,NA,NA,NA,10.69,NA,NA,NA,NA,NA
1856-05-07 09:00:00,9.44,225,11.41,1008.87,0,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,0,NA
1856-05-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-07 14:00:00,10.56,NA,20.12,1005.76,NA,89.7,NA,18.33,NA,NA,NA,NA,19.44,NA,NA,NA,NA,NA
1856-05-07 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.67,NA,NA,NA,NA,0,NA
1856-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,6.94,17.78,NA,NA,"empty"
1856-05-08 07:00:00,NA,NA,12.63,NA,NA,93.4,NA,10.83,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA
1856-05-08 09:00:00,10.56,45,12.63,1012.33,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA
1856-05-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-08 14:00:00,11.11,NA,11.82,1008.47,NA,87.3,NA,10,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1856-05-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,NA,0,NA
1856-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,NA,NA,NA,5.83,12.22,NA,NA,"rain"
1856-05-09 07:00:00,NA,NA,10.26,NA,NA,93.1,NA,7.22,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1856-05-09 09:00:00,10.74,225,10.26,1003.86,9.4,NA,NA,NA,NA,NA,NA,6.61,NA,NA,NA,NA,0,NA
1856-05-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-09 14:00:00,10.83,NA,8.87,1004.06,NA,60.3,NA,6.11,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1856-05-09 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,0,NA
1856-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,5,16.11,NA,NA,"empty"
1856-05-10 07:00:00,NA,NA,11.82,NA,NA,93.2,NA,9.44,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1856-05-10 09:00:00,10,45,11.82,1001.59,0,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,NA,0,NA
1856-05-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-10 14:00:00,11.11,NA,17.78,1000.68,NA,94.6,NA,17.22,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA
1856-05-10 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83,NA,NA,NA,NA,10.82,NA
1856-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,4.44,18.89,NA,NA,"empty"
1856-05-11 07:00:00,NA,NA,11.41,NA,NA,81.5,NA,10,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1856-05-11 09:00:00,10.83,45,11.41,1002.44,0,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,0,NA
1856-05-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-11 14:00:00,14.13,NA,12.63,998.98,NA,100,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1856-05-11 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA
1856-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,6.39,16.11,NA,NA,"empty"
1856-05-12 07:00:00,NA,NA,9.24,NA,NA,90.3,NA,11.11,NA,NA,NA,NA,11.94,NA,NA,NA,NA,NA
1856-05-12 09:00:00,11.11,225,9.24,998.98,0,NA,NA,NA,NA,NA,NA,10.28,NA,NA,NA,NA,0,NA
1856-05-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-12 14:00:00,11.81,NA,10.29,1005.76,NA,76.1,NA,8.89,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1856-05-12 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,0,NA
1856-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA,5.56,12.22,NA,NA,"empty"
1856-05-13 07:00:00,NA,NA,9.55,NA,NA,86.4,NA,6.94,NA,NA,NA,NA,8.06,NA,NA,NA,NA,NA
1856-05-13 09:00:00,10.97,0,9.55,1014.09,0,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,0,NA
1856-05-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-13 14:00:00,11.94,NA,10.57,1015.92,NA,86.7,NA,8.33,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1856-05-13 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,NA,NA,NA,NA,0,NA
1856-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA,NA,NA,5.28,21.67,NA,NA,"empty"
1856-05-14 07:00:00,NA,NA,12.63,NA,NA,87.5,NA,11.11,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1856-05-14 09:00:00,10.83,225,12.63,1013.88,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA
1856-05-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-14 14:00:00,11.81,NA,21.88,1009.82,NA,94.9,NA,19.44,NA,NA,NA,NA,20.14,NA,NA,NA,NA,NA
1856-05-14 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.11,NA,NA,NA,NA,0,NA
1856-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,8.33,22.22,NA,NA,"empty"
1856-05-15 07:00:00,NA,NA,13.55,NA,NA,93.4,NA,11.67,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1856-05-15 09:00:00,12.5,180,13.55,1006.71,0,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,0,NA
1856-05-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-15 14:00:00,13.33,NA,15.81,1003.39,NA,89.3,NA,14.44,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA
1856-05-15 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67,NA,NA,NA,NA,0,NA
1856-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,9.44,17.78,NA,NA,"rain"
1856-05-16 07:00:00,NA,NA,14.22,NA,NA,92.7,NA,12.5,NA,NA,NA,NA,13.33,NA,NA,NA,NA,NA
1856-05-16 09:00:00,13.33,315,14.22,1007.86,12.19,NA,NA,NA,NA,NA,NA,11.75,NA,NA,NA,NA,0,NA
1856-05-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-16 14:00:00,13.61,NA,14.16,1007.45,NA,94.4,NA,12.22,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-16 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,NA,NA,NA,NA,6.25,NA
1856-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,7.22,20,NA,NA,"empty"
1856-05-17 07:00:00,NA,NA,13.34,NA,NA,88.8,NA,11.67,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-17 09:00:00,12.5,45,13.34,1007.15,0,NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,0,NA
1856-05-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-17 14:00:00,14.03,NA,20.49,1000.68,NA,94.9,NA,18.33,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA
1856-05-17 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,0,NA
1856-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,12.22,20,NA,NA,"rain"
1856-05-18 07:00:00,NA,NA,11.89,NA,NA,79.3,NA,10.83,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-18 09:00:00,14.58,135,11.89,1003.39,43.18,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,10.82,NA
1856-05-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-18 14:00:00,13.89,NA,14.8,998.98,NA,89.3,NA,13.33,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1856-05-18 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.56,NA,NA,NA,NA,6.25,NA
1856-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,8.89,18.33,NA,NA,"rain"
1856-05-19 07:00:00,NA,NA,11.41,NA,NA,87.1,NA,9.58,NA,NA,NA,NA,10.83,NA,NA,NA,NA,NA
1856-05-19 09:00:00,14.03,45,11.41,998.04,4.32,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,7.65,NA
1856-05-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-19 14:00:00,15.18,NA,12.73,996.21,NA,79.6,NA,11.67,NA,NA,NA,NA,13.89,NA,NA,NA,NA,NA
1856-05-19 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.11,NA,NA,NA,NA,6.25,NA
1856-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,6.67,16.39,NA,NA,"rain"
1856-05-20 07:00:00,NA,NA,11.89,NA,NA,79.3,NA,10.83,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-20 09:00:00,13.61,315,11.89,996.34,3.3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,7.65,NA
1856-05-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-20 14:00:00,14.31,NA,11.68,999.66,NA,59.7,NA,12.22,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1856-05-20 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72,NA,NA,NA,NA,7.65,NA
1856-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,3.61,18.33,NA,NA,"empty"
1856-05-21 07:00:00,NA,NA,7.35,NA,NA,64.7,NA,5,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA
1856-05-21 09:00:00,12.22,45,7.35,1008.13,0,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,7.65,NA
1856-05-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-21 14:00:00,12.64,NA,9.14,1009.14,NA,74.9,NA,7.22,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1856-05-21 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,7.65,NA
1856-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,-1.94,14.72,NA,NA,"empty"
1856-05-22 07:00:00,NA,NA,9.28,NA,NA,66.2,NA,8.33,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1856-05-22 09:00:00,12.08,180,9.28,1013.14,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA
1856-05-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-22 14:00:00,12.78,NA,8.33,1011.48,NA,57.6,NA,7.78,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1856-05-22 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,7.65,NA
1856-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,3.89,17.78,NA,NA,"empty"
1856-05-23 07:00:00,NA,NA,10.02,NA,NA,68.7,NA,9.17,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1856-05-23 09:00:00,12.5,225,10.02,1007.04,0,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,0,NA
1856-05-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-23 14:00:00,13.33,NA,12.56,1004.06,NA,71,NA,12.22,NA,NA,NA,NA,15.83,NA,NA,NA,NA,NA
1856-05-23 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89,NA,NA,NA,NA,19.76,NA
1856-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,3.89,18.47,NA,NA,"empty"
1856-05-24 07:00:00,NA,NA,11.41,NA,NA,81.5,NA,10,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA
1856-05-24 09:00:00,13.75,180,11.41,998.98,0,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,7.65,NA
1856-05-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-24 14:00:00,14.17,NA,14.32,996.28,NA,73.1,NA,14.17,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1856-05-24 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.03,NA,NA,NA,NA,7.65,NA
1856-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,3.33,23.61,NA,NA,"empty"
1856-05-25 07:00:00,NA,NA,7.11,NA,NA,79.3,NA,2.78,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1856-05-25 09:00:00,12.5,270,7.11,1001.69,0,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,9.88,NA
1856-05-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-25 14:00:00,12.22,NA,6.84,1002.78,NA,64.3,NA,3.89,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
1856-05-25 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,12.5,NA
1856-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,4.72,20.28,NA,NA,"empty"
1856-05-26 07:00:00,NA,NA,9.18,NA,NA,59.3,NA,8.33,NA,NA,NA,NA,13.33,NA,NA,NA,NA,NA
1856-05-26 09:00:00,11.11,0,9.18,1003.86,0,NA,NA,NA,NA,NA,NA,4.83,NA,NA,NA,NA,10.82,NA
1856-05-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-26 14:00:00,14.72,NA,11.58,1004.06,NA,63.2,NA,11.67,NA,NA,NA,NA,16.39,NA,NA,NA,NA,NA
1856-05-26 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,NA,NA,NA,NA,6.25,NA
1856-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,4.44,19.58,NA,NA,"empty"
1856-05-27 07:00:00,NA,NA,10.29,NA,NA,76.1,NA,8.89,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1856-05-27 09:00:00,12.22,225,10.29,1000.27,0,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,0,NA
1856-05-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-27 14:00:00,12.78,NA,12.22,995.6,NA,58.4,NA,2.22,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1856-05-27 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,0,NA
1856-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,5,20.28,NA,NA,"rain"
1856-05-28 07:00:00,NA,NA,13.34,NA,NA,88.8,NA,11.67,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-05-28 09:00:00,13.61,225,13.34,1002.24,3.17,NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,0,NA
1856-05-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-28 14:00:00,13.89,NA,12.22,988.15,NA,68,NA,12.5,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA
1856-05-28 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42,NA,NA,NA,NA,4.42,NA
1856-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,-2.22,16.67,NA,NA,"rain"
1856-05-29 07:00:00,NA,NA,7.01,NA,NA,68.2,NA,3.89,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1856-05-29 09:00:00,12.5,315,7.01,997.7,8.89,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,8.84,NA
1856-05-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-29 14:00:00,12.36,NA,7.38,996.55,NA,66.9,NA,4.72,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1856-05-29 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,8.84,NA
1856-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,1.11,10,NA,NA,"empty"
1856-05-30 07:00:00,NA,NA,6.3,NA,NA,67.7,NA,2.5,NA,NA,NA,NA,5.28,NA,NA,NA,NA,NA
1856-05-30 09:00:00,10.56,315,6.3,1000.68,0,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA,7.65,NA
1856-05-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-30 14:00:00,10.56,NA,5.99,1001.56,NA,58.2,NA,2.78,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1856-05-30 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,NA,NA,NA,NA,7.65,NA
1856-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,1.11,11.94,NA,NA,"empty"
1856-05-31 07:00:00,NA,NA,6.5,NA,NA,67.9,NA,2.78,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1856-05-31 09:00:00,9.72,270,6.5,1008.81,0,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA,NA,4.42,NA
1856-05-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-05-31 14:00:00,10,NA,8.64,1006.57,NA,66.1,NA,7.22,NA,NA,NA,NA,10.56,NA,NA,NA,NA,NA
1856-05-31 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,6.25,NA
1856-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,12.5,NA,NA,"rain"
1856-06-01 07:00:00,NA,NA,9.82,NA,NA,80.7,NA,7.78,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1856-06-01 09:00:00,10,180,9.82,1007.52,3.56,NA,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,9.88,NA
1856-06-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-06-01 14:00:00,10.56,NA,11.04,1007.45,NA,81.6,NA,9.44,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1856-06-01 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,NA,8.84,NA
1856-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,18.33,NA,NA,"empty"
1856-06-02 07:00:00,NA,NA,13.04,NA,NA,84.4,NA,11.67,NA,NA,NA,NA,13.33,NA,NA,NA,NA,NA
1856-06-02 09:00:00,10.56,225,13.04,1008.94,0,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,7.65,NA
1856-06-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-06-02 14:00:00,11.67,NA,14.73,1007.45,NA,75.3,NA,14.44,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1856-06-02 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,6.25,NA
1856-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,18.89,NA,NA,"empty"
1856-06-03 07:00:00,NA,NA,14.93,NA,NA,84.3,NA,13.89,NA,NA,NA,NA,15.83,NA,NA,NA,NA,NA
1856-06-03 09:00:00,12.36,225,14.93,1006.37,0,NA,NA,NA,NA,NA,NA,12.72,NA,NA,NA,NA,6.25,NA
1856-06-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-06-03 14:00:00,13.06,NA,15.44,1004.06,NA,84.3,NA,14.44,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA
1856-06-03 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28,NA,NA,NA,NA,6.25,NA
1856-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,19.44,NA,NA,"rain"
1856-06-04 07:00:00,NA,NA,13.17,NA,NA,79.7,NA,12.22,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA
1856-06-04 09:00:00,12.78,45,13.17,1009.14,4.06,NA,NA,NA,NA,NA,NA,10.67,NA,NA,NA,NA,8.84,NA
1856-06-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-06-04 14:00:00,14.72,NA,13.14,1002.07,NA,87.8,NA,10.94,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1856-06-04 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94,NA,NA,NA,NA,9.88,NA
1856-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86,19.17,NA,NA,"empty"
1856-06-05 07:00:00,NA,NA,11.34,NA,NA,70.9,NA,10.83,NA,NA,NA,NA,14.17,NA,NA,NA,NA,NA
1856-06-05 09:00:00,13.75,45,11.34,1008.26,0,NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,NA,9.88,NA
1856-06-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856-06-05 14:00:00,14.44,NA,11.92,1010.84,NA,65,NA,12.22,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA
1856-06-05 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11,NA,NA,NA,NA,8.84,NA
1856-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,16.67,NA,NA,"empty"
